Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
1999,G.12.3: Percentage by year,0.903840823,3.742193355,0.017585023,,4.663619201,,,15.52131182,5.691734325,,,20.79465917,4.663619201,36.315971000000005,7.660781002999999,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2000,G.12.3: Percentage by year,1.030538854,3.997774275,0.018827295,,5.047140424,,,17.55210682,6.224711282,,,18.90601753,5.047140424,36.45812435,8.005057952000001,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2001,G.12.3: Percentage by year,1.03541255,4.109405764,0.020468751,,5.165287065,,,13.83870199,6.117378329,,,13.6696782,5.165287065,27.50838019,7.617915464,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2002,G.12.3: Percentage by year,1.0020493990000001,4.513382773,0.019182613,,5.534614785,,,14.09297838,6.459684657,,,13.00338235,5.534614785,27.09636074,7.86521471,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2003,G.12.3: Percentage by year,1.37058969,3.859027905,0.019793154,,5.249410749,,,17.67953964,6.660639207000001,,,12.38447766,5.249410749,30.0640173,8.066684748,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2004,G.12.3: Percentage by year,1.421315678,3.2085556939999997,0.028506506,,4.6583778780000005,,,17.72381388,6.052494102000001,,,11.6432228,4.6583778780000005,29.36703668,7.294856454,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2005,G.12.3: Percentage by year,1.3947551669999998,2.296087281,0.023070577999999998,,3.713913025,,,13.963949599999998,5.334024694,,,6.675036352,3.713913025,20.63898595,6.389075005,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2006,G.12.3: Percentage by year,1.486978814,2.205600202,0.021054076,,3.713633092,,,12.99308185,5.333393096,,,5.6945369910000005,3.713633092,18.68761884,6.327394302999999,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2007,G.12.3: Percentage by year,1.536719462,2.617777321,0.021521996,,4.17601878,,,13.35214194,5.736186052000001,,,6.762584607999999,4.17601878,20.11472655,6.885992237999999,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2008,G.12.3: Percentage by year,1.488555731,2.477372639,0.022819315,,3.9887476860000004,,,13.91691596,5.4690305089999995,,,7.296551712,3.9887476860000004,21.21346768,6.5569411760000005,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2009,G.12.3: Percentage by year,1.4369103280000002,2.5720817869999997,0.022842947000000002,,4.031835062,,,13.19331866,5.428296199,,,7.292841469,4.031835062,20.48616013,6.539925071,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2010,G.12.3: Percentage by year,1.585320777,2.70029367,0.022733655,,4.308348103,,,13.83753946,5.673030156,,,5.238372798,4.308348103,19.07591226,6.42322113,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2011,G.12.3: Percentage by year,1.483916604,2.589205235,0.021392655,,4.094514495,,,13.23578975,5.3439987460000005,,,5.172060395,4.094514495,18.40785015,6.050946937000001,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2012,G.12.3: Percentage by year,1.541738256,2.5058629569999997,0.02463047,,4.072231683,,,12.0855131,5.281239231,,,4.5569388360000005,4.072231683,16.64245193,5.96876949,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2013,G.12.3: Percentage by year,1.2905505529999999,2.14741239,0.020981121000000002,,3.4589440639999998,,,12.4908029,4.63525042,,,4.804037337,3.4589440639999998,17.29484024,5.260926679,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2014,G.12.3: Percentage by year,1.443279615,2.093100162,0.018379786999999998,,3.554759564,,,13.04184014,4.718964518,,,4.893079362,3.554759564,17.9349195,5.319417649,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2015,G.12.3: Percentage by year,1.5310582959999999,2.324374213,0.017634129,,3.873066638,,,14.9546293,5.277507447,,,4.418323441,3.873066638,19.37295274,5.83747123,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2016,G.12.3: Percentage by year,1.3297589220000001,1.850140179,0.016154853,,3.196053955,,,13.45663235,4.503375471,,,4.060831148,3.196053955,17.5174635,5.020774367,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2017,G.12.3: Percentage by year,1.410742769,1.739155073,0.016242796,,3.1661406380000003,,,13.03305773,4.473795289,,,3.760946821,3.1661406380000003,16.79400456,4.972230571,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2018,G.12.3: Percentage by year,1.5104716009999999,1.835218952,0.017746268,,3.363436821,,,13.14452205,4.726358697,,,3.7589672889999997,3.363436821,16.90348934,5.250142984,G.12.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance;North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1985,G.12.4: Expenditure by year,19.87059299,44.58475791,0.304516309,,64.75986722,,,42.518657399999995,107.2785246,,,74.63144737,64.75986722,117.1501048,181.909972,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1986,G.12.4: Expenditure by year,25.75095526,49.79249319,0.285472363,,75.82892082,,,48.45055488,124.27947569999999,,,80.31519096,75.82892082,128.7657458,204.59466669999998,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1987,G.12.4: Expenditure by year,31.21990661,53.68206843,0.30335897100000003,,85.20533401,,,54.26531243,139.47064640000002,,,84.78659811,85.20533401,139.0519105,224.25724449999998,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1988,G.12.4: Expenditure by year,34.75227611,56.70504678,0.502822928,,91.96014583,,,61.91211593,153.8722618,,,91.01406073,91.96014583,152.9261767,244.8863225,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1989,G.12.4: Expenditure by year,36.51340593,64.93212268,0.45840296,,101.90393159999999,,,69.02169148,170.925623,,,95.30397882,101.90393159999999,164.3256703,266.2296019,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1990,G.12.4: Expenditure by year,40.256323200000004,72.18668622,0.439877158,,112.88288659999999,,,66.93430657,179.8171931,,,86.67628586,112.88288659999999,153.6105924,266.493479,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1991,G.12.4: Expenditure by year,48.71984244,80.93472025,0.484582799,,130.1391455,,,81.43607418,211.57521969999996,,,98.76087313,130.1391455,180.19694730000003,310.3360928,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1992,G.12.4: Expenditure by year,57.90152535,90.80326915,0.477982035,,149.1827765,,,78.62910979,227.8118863,38.62977681,33.62972502,72.25950183,149.1827765,150.8886116,300.0713881,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1993,G.12.4: Expenditure by year,38.77064549,101.02297209999999,0.596377713,,140.3899952,,,73.9498033,214.3397985,40.71143489,34.01394709,74.72538198,140.3899952,148.6751853,289.0651805,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1994,G.12.4: Expenditure by year,18.92346563,108.3907334,0.76818546,,128.0823845,,,53.43383706,181.5162216,43.27207412,34.61515158,77.8872257,128.0823845,131.3210628,259.40344730000004,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1995,G.12.4: Expenditure by year,17.01127931,115.6910797,0.758417424,,133.46077649999998,,,56.36045762,189.8212341,42.99886746,38.04151274,81.04038019,133.46077649999998,137.4008378,270.86161430000004,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1996,G.12.4: Expenditure by year,19.28329143,117.78152220000001,0.628537665,,137.69335130000002,,,51.78739508,189.48074640000002,39.73928842,35.24295693,74.98224535,137.69335130000002,126.76964040000001,264.4629917,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1997,G.12.4: Expenditure by year,21.14911088,125.1634408,0.604418395,,146.91697,,,65.58892664,212.50589669999997,45.86920886,40.90321113,86.77242,146.91697,152.3613466,299.2783167,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1998,G.12.4: Expenditure by year,24.75059006,130.34253130000002,0.615858908,,155.7089803,,,67.24762017,222.9566004,48.16337359,43.48111367,91.64448726,155.7089803,158.89210740000001,314.6010877,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1999,G.12.4: Expenditure by year,44.89780771,185.8914462,0.8735265870000001,,231.66278050000003,,,80.6433394,312.30611989999994,57.48253151,50.55928716,108.0418187,231.66278050000003,188.6851581,420.3479385,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2000,G.12.4: Expenditure by year,48.06620355,186.4634519,0.8781392370000001,,235.40779469999998,,,85.10629562,320.5140903,57.16065273,34.5104574,91.67111013,235.40779469999998,176.77740580000003,412.1852004,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2001,G.12.4: Expenditure by year,54.18100534,215.03673650000002,1.071087565,,270.2888294,,,89.29267105,359.5815005,53.04971175,35.15235225,88.20206400000001,270.2888294,177.49473500000002,447.78356449999995,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2002,G.12.4: Expenditure by year,57.23266408,257.7846165,1.095626673,,316.1129073,,,97.54840623,413.6613135,54.3844475,35.62202166,90.00646917,316.1129073,187.5548754,503.6677827,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2003,G.12.4: Expenditure by year,75.78068244,213.36784480000003,1.094374755,,290.242902,,,125.19329509999999,415.4361971,52.20435731,35.49326366,87.69762097,290.242902,212.8909161,503.1338181,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2004,G.12.4: Expenditure by year,84.27968684,190.25757140000002,1.690348916,,276.22760710000006,,,125.5360791,401.7636862,50.49343236,31.97440152,82.46783388,276.22760710000006,208.00391299999998,484.2315201,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2005,G.12.4: Expenditure by year,87.62597135,144.25247019999998,1.44941694,,233.3278585,,,164.6952493,398.02310780000005,46.35310864,32.37438665,78.72749528,233.3278585,243.4227446,476.75060310000003,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2006,G.12.4: Expenditure by year,98.53194335,146.150081,1.395110015,,246.0771344,,,182.0639624,428.1410968,46.34996211,33.44403755,79.79399967,246.0771344,261.857962,507.93509639999996,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2007,G.12.4: Expenditure by year,111.9810223,190.757902,1.568311733,,304.307236,,,199.31845859999999,503.62569460000003,56.49024758,44.46044229,100.95068990000001,304.307236,300.2691485,604.5763845,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2008,G.12.4: Expenditure by year,118.36296540000001,196.989045,1.8144848619999998,,317.1664953,,,193.90563319999998,511.0721284,57.10578892,44.55771779,101.6635067,317.1664953,295.5691399,612.7356351,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2009,G.12.4: Expenditure by year,124.80248219999999,223.39751150000004,1.984018403,,350.1840121,,,206.0790039,556.263016,64.86831843,49.04551509,113.9138335,350.1840121,319.9928374,670.1768495,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2010,G.12.4: Expenditure by year,145.2634113,247.42870699999997,2.083091569,,394.7752099,,,211.9333736,606.7085835,45.54089145,34.68912507,80.23001652,394.7752099,292.1633902,686.9386,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2011,G.12.4: Expenditure by year,149.08003259999998,260.1216267,2.149189287,,411.3508486,,,210.53051630000002,621.8813649,47.18103756,35.08655398,82.26759154,411.3508486,292.7981078,704.1489564,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2012,G.12.4: Expenditure by year,157.9285979,256.68911180000003,2.523032401,,417.1407421,,,219.96949159999997,637.1102337,47.89865486,35.04259148,82.94124634,417.1407421,302.910738,720.05148,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2013,G.12.4: Expenditure by year,149.0917133,248.08124840000002,2.423857956,,399.59681960000006,,,216.07899369999998,615.6758133,48.18885047,34.91641999,83.10527046,399.59681960000006,299.1842642,698.7810837999999,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2014,G.12.4: Expenditure by year,174.610487,253.2269111,2.223618735,,430.06101689999997,,,220.70631380000003,650.7673307,47.87899452,34.92630731,82.80530183,430.06101689999997,303.5116156,733.5726325,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2015,G.12.4: Expenditure by year,196.14160880000003,297.7721351,2.25908219,,496.1728261,,,278.0423106,774.2151367,47.22618572,34.92100991,82.14719563,496.1728261,360.1895062,856.3623322999999,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2016,G.12.4: Expenditure by year,187.8908997,261.4191918,2.282631755,,451.5927233,,,277.6326791,729.2254024,48.10842181,35.6732705,83.78169232,451.5927233,361.41437149999996,813.0070948,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2017,G.12.4: Expenditure by year,203.17196140000001,250.46915380000002,2.339250556,,455.9803657,,,286.7602692,742.740635,47.51621456,35.23413805,82.75035261,455.9803657,369.5106218,825.4909876,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
2018,G.12.4: Expenditure by year,211.5902901,257.081636,2.485937508,,471.1578636,,,298.1134581,769.2713217,49.61708008,35.63506779,85.25214787,471.1578636,383.365606,854.5234695,G.12.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; North West Territories; 1985 to 2018,Northwest Territories,N.W.T.
1985,G.8.1: Expenditure by year,67.575,6.27025,0.144072,,73.989322,,,26.82777952,100.8171015,,,35.31185802,73.989322,62.13963754,136.1289595,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1986,G.8.1: Expenditure by year,81.06075,7.093882648999999,0.147593,,88.30222565,,,33.7586234,122.0608491,,,39.98713584,88.30222565,73.74575924,162.04798490000002,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1987,G.8.1: Expenditure by year,67.78825,7.722331573,0.21017132,,75.72075289,,,42.48002163,118.20077450000001,,,46.37075716,75.72075289,88.85077879,164.57153169999998,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1988,G.8.1: Expenditure by year,62.9995,9.735340906000001,0.33386115,,73.06870206,,,53.45455624,126.52325829999998,,,58.253,73.06870206,111.70755619999998,184.77625830000002,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1989,G.8.1: Expenditure by year,74.78399999999999,12.20265998,0.23734365,,87.22400363,,,67.26431578,154.48831940000002,,,73.18,87.22400363,140.4443158,227.6683194,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1990,G.8.1: Expenditure by year,88.73275,14.47043239,0.26057578,,103.4637582,,,79.52790345,182.9916616,,,74.37100000000001,103.4637582,153.8989034,257.36266159999997,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1991,G.8.1: Expenditure by year,93.51475,16.79846118,0.27473396,,110.58794509999998,,,89.24388875,199.83183390000002,,,72.954,110.58794509999998,162.19788880000002,272.78583389999994,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1992,G.8.1: Expenditure by year,84.991,18.97136485,0.33049805,,104.2928629,,,99.54417644,203.83703930000001,40.63253851,35.58563697,76.21817548,104.2928629,175.7623519,280.0552148,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1993,G.8.1: Expenditure by year,57.764708999999996,22.41020638,0.43938797,,80.61430335,,,126.69962050000001,207.3139239,49.86856223,44.94920831,94.81777054,80.61430335,221.5173911,302.13169439999996,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1994,G.8.1: Expenditure by year,56.155265,25.03871978,0.42976063,,81.62374541,,,141.27113980000001,222.8948852,51.66226299,45.5493401,97.21160309,81.62374541,238.4827429,320.10648829999997,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1995,G.8.1: Expenditure by year,63.77451425,27.95586504,0.49902178,,92.22940107,,,146.7628229,238.99222400000002,50.12955118,44.66936125,94.79891243,92.22940107,241.56173540000003,333.79113639999997,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1996,G.8.1: Expenditure by year,66.58271907,28.79398611,0.8136899999999999,,96.19039518,,,148.148372,244.33876719999998,47.39792898,44.84415274,92.24208172,96.19039518,240.3904537,336.5808489,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1997,G.8.1: Expenditure by year,69.270507,31.17266677,0.848749,,101.2919228,,,161.168692,262.46061480000003,48.89040607,47.29864331,96.18904937,101.2919228,257.3577414,358.64966410000005,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1998,G.8.1: Expenditure by year,78.93174748,33.69924353,0.93034592,,113.5613369,,,167.387545,280.94888189999995,47.64937643,46.72201816,94.37139459,113.5613369,261.75893959999996,375.32027650000003,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1999,G.8.1: Expenditure by year,89.09959671,38.78745157,1.13457812,,129.0216264,,,173.97134599999998,302.9929724,52.81595493,48.6600905,101.4760454,129.0216264,275.4473914,404.4690178,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2000,G.8.1: Expenditure by year,100.1512232,42.27988796,1.32054062,,143.75165180000002,,,185.61762380000002,329.3692756,55.87797398,51.04085002,106.918824,143.75165180000002,292.5364478,436.2880996,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2001,G.8.1: Expenditure by year,123.2789873,48.10259192,1.56456017,,172.94613940000002,,,216.129528,389.0756674,57.13165678,50.52587506,107.6575318,172.94613940000002,323.7870598,496.73319919999994,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2002,G.8.1: Expenditure by year,143.3511045,55.24802733,1.89151534,,200.4906471,,,222.5474434,423.03809060000003,58.12334607,51.30731685,109.4306629,200.4906471,331.97810630000004,532.4687535,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2003,G.8.1: Expenditure by year,161.20369580000002,62.503258100000004,2.16424745,,225.8712014,,,252.27887990000002,478.1500813,57.38679751,49.99427296,107.3810705,225.8712014,359.65995039999996,585.5311518,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2004,G.8.1: Expenditure by year,178.2911494,64.85693006,2.53772444,,245.6858039,,,274.0727382,519.7585422000001,60.41228016,51.84868557,112.26096570000001,245.6858039,386.333704,632.0195079,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2005,G.8.1: Expenditure by year,197.34778280000003,68.18223061,2.594059,,268.1240724,,,286.1544975,554.2785699,61.74089263,53.434765299999995,115.17565790000002,268.1240724,401.33015539999997,669.4542278,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2006,G.8.1: Expenditure by year,214.0104494,73.14321187,2.83639,,289.9900513,,,282.5174298,572.5074811000001,63.08142869,54.07283807,117.1542668,289.9900513,399.6716966,689.6617478999999,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2007,G.8.1: Expenditure by year,262.1917748,75.68897750000001,3.0093799999999997,,340.8901323,,,301.01663439999993,641.9067667,65.40872397,53.40730533,118.81602930000001,340.8901323,419.8326637,760.722796,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2008,G.8.1: Expenditure by year,285.5467667,78.48461921,3.4260010000000003,,367.4573869,,,289.2709398,656.7283266,69.43965285,54.80976422,124.24941709999999,367.4573869,413.5203568,780.9777437000001,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2009,G.8.1: Expenditure by year,301.2846091,80.94721822,3.5372489999999996,,385.76907630000005,,,322.3684472,708.1375235,75.5087579,57.95048323,133.45924109999999,385.76907630000005,455.82768830000003,841.5967645999999,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2010,G.8.1: Expenditure by year,316.77898030000006,82.28360329,4.1234519999999995,,403.1860356,,,382.5659149,785.7519505,81.84575221,62.04683751,143.8925897,403.1860356,526.4585046,929.6445402,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2011,G.8.1: Expenditure by year,315.67597830000005,84.77517477,4.317257,,404.76841010000004,,,397.9462409,802.714651,87.87883481,65.54501691,153.4238517,404.76841010000004,551.3700926,956.1385027999999,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2012,G.8.1: Expenditure by year,305.6462622,86.08045165,4.284383999999999,,396.0110978,,,397.3534138,793.3645116,88.59715742,64.39041857,152.987576,396.0110978,550.3409897000001,946.3520876,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2013,G.8.1: Expenditure by year,311.54453689999997,89.37780983,4.611878,,405.5342247,,,414.9550753,820.4893,89.28207603,62.20600634,151.4880824,405.5342247,566.4431576000001,971.9773823999999,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2014,G.8.1: Expenditure by year,322.0750437,94.60434377,4.243994,,420.9233813999999,,,423.47627259999996,844.3996539999999,96.88011307,66.42942277,163.3095358,420.9233813999999,586.7858084,1007.70919,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2015,G.8.1: Expenditure by year,328.3987415,101.29384820000001,4.3545620000000005,,434.0471516,,,442.989693,877.0368446,105.1047826,72.61511455,177.7198972,434.0471516,620.7095902000001,1054.756742,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2016,G.8.1: Expenditure by year,329.3762608,94.57734747,4.468964,,428.4225723,,,446.23053,874.6531023,100.0616397,70.70200649,170.76364619999998,428.4225723,616.9941762,1045.416748,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2017,G.8.1: Expenditure by year,336.2634099,90.60434161,4.389081,,431.25683250000003,,,464.9272211,896.1840536000001,102.4494416,71.14134453,173.5907862,431.25683250000003,638.5180073,1069.77484,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
