Year,Category,Hospitals,Other Institutions,Physicians,Other Professionals ,Drugs,Capital,Public Health,Administration,Other Health Spending,Total,Shorthand,Legend,Province,Province Code
1999,F.3.13.1: Expenditure by year,67.71545621,3.01937774,14.47825896,1.915066436,1.318672668,23.34685659,4.531822099,9.533875688,21.51905868,147.3784451,F.3.13.1,Territorial government health expenditure by use of funds in millions of current dollars; Nunavut; 1974-1975 to 2018-2019,Nunavut,Nun.
2016,D.4.13.3: Expenditure by year,5210.91974,1344.262868,1729.459715,67.97217281,147.8504583,369.9192511,1158.321305,1213.57989,1161.34967,12403.63507,D.4.13.3,Territorial government per capita health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2017,D.4.13.3: Expenditure by year,5392.469607,1402.288479,1767.863658,70.00313993,150.4069716,455.0216698,1304.744188,1496.783078,1195.925455,13235.50625,D.4.13.3,Territorial government per capita health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2018,D.4.13.3: Expenditure by year,5194.44905,1417.88225,1701.431956,65.55814111,144.6563593,187.637622,1364.071746,1550.12411,1162.397386,12788.20862,D.4.13.3,Territorial government per capita health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
1975,D.4.4.1: Expenditure by year,125.93025,11.918,30.711,0.94025,3.426,21.27175,5.68125,3.515,0.2965,203.69,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1976,D.4.4.1: Expenditure by year,150.61275,20.7515,33.4475,0.81025,6.456,18.94575,7.2235,3.865,0.315,242.42725,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1977,D.4.4.1: Expenditure by year,166.718,26.26675,36.77475,0.84725,8.3705,20.007,8.51675,3.877,0.34,271.718,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1978,D.4.4.1: Expenditure by year,180.8605,30.2455,40.528,0.95225,9.9665,21.2625,11.1805,3.698,0.387,299.08075,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1979,D.4.4.1: Expenditure by year,193.37875,38.79875,45.9665,1.0985,12.04825,27.4975,13.05,4.27125,0.56575,336.67525,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1980,D.4.4.1: Expenditure by year,221.05075,49.14725,55.76575,1.23425,13.897,31.2225,15.57325,5.987,1.176,395.05375,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1981,D.4.4.1: Expenditure by year,265.25425,61.087,70.11925,1.72875,17.468,34.352,18.5735,7.13925,2.46875,478.19075,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1982,D.4.4.1: Expenditure by year,313.69175,76.274,89.099,2.48375,22.412,40.32125,21.928,9.267,4.11675,579.5935,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1983,D.4.4.1: Expenditure by year,335.27075,83.64175,103.17475,2.864,26.7605,37.512,23.792,8.893,5.299,627.20775,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1984,D.4.4.1: Expenditure by year,358.4765,87.91125,109.4855,4.428398066,29.58989313,38.83975,25.58982214,9.21201355,8.007373117,671.5405,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1985,D.4.4.1: Expenditure by year,376.75075,92.029,118.45025,5.177472374,33.86905404,37.67725,26.68358593,10.01577445,10.0423632,710.6955,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1986,D.4.4.1: Expenditure by year,392.2005,89.19525,127.7245,5.303268384,39.58310467,56.24925,27.62094133,9.775665267,11.53852036,759.191,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1987,D.4.4.1: Expenditure by year,425.772,90.3505,139.8915,5.569920288,46.22111752,78.77425,28.05577912,9.194857607,14.11782546,837.94775,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1988,D.4.4.1: Expenditure by year,462.0825,96.46425,154.2405,5.829763484,48.5185,77.7654649,29.5065,9.467812052,16.97442446,900.8497149,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1989,D.4.4.1: Expenditure by year,505.3888755,102.653,169.07425,5.949856758,52.68425,82.98583175,29.4438745,13.42267259,19.59272065,981.1953318,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1990,D.4.4.1: Expenditure by year,553.4041668,108.38025,173.52875,6.557503228,58.3385,78.57552182,30.68008317,16.14486145,31.55388532,1057.163522,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1991,D.4.4.1: Expenditure by year,591.0954238,112.84225,186.848,7.191986961,62.44,56.61397849,31.248675,16.12418468,37.68518354,1102.089682,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1992,D.4.4.1: Expenditure by year,625.1485088,130.13725,192.6025,6.59495343,59.9915,46.71328273,25.706725,16.42906431,39.09009864,1142.413883,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1993,D.4.4.1: Expenditure by year,618.4378791,138.6459562,196.2303525,5.032132197,56.78014874,41.40290955,34.63315392,17.57493991,46.01226819,1154.74974,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1994,D.4.4.1: Expenditure by year,622.0123392,140.6761443,205.6970858,4.766535635,55.96007808,54.46807512,38.82012939,17.93434948,48.95768257,1189.292419,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1995,D.4.4.1: Expenditure by year,624.5501709,139.8642975,208.5031411,4.842351985,58.3104837,86.0862423,44.97551891,18.07865801,49.98588847,1235.196753,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1996,D.4.4.1: Expenditure by year,633.6531424,139.6881758,213.3430133,4.709587488,54.79144129,72.22503497,46.12964144,17.98952529,51.88111105,1234.410673,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1997,D.4.4.1: Expenditure by year,624.6641949,143.587655,223.1415246,5.000366703,56.13476473,40.75524859,47.40477572,19.43093422,53.77416739,1213.893632,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1998,D.4.4.1: Expenditure by year,649.1494703,150.1028763,232.6695,4.690084875,62.14348636,33.6,50.09984825,22.73460653,64.29255388,1269.482426,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1999,D.4.4.1: Expenditure by year,702.0767609,157.5147283,252.34575,4.32481066,68.97658364,30.8,51.87914425,24.86769011,76.97836563,1369.763833,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2000,D.4.4.1: Expenditure by year,751.998749,163.4152368,265.9792295,4.282307017,78.36096378,37.6,56.62103929,23.08391797,85.21867181,1466.560115,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2001,D.4.4.1: Expenditure by year,802.0231448,173.4004587,291.5672412,4.265844205,90.05316533,56.9,60.45626344,26.6707575,90.09789187,1595.434767,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2002,D.4.4.1: Expenditure by year,843.4722513,182.5278783,312.0008973,4.24985894,101.3310152,49.2,58.77604088,32.052025,95.29136373,1678.90133,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2003,D.4.4.1: Expenditure by year,893.3337785,189.2731828,340.5462163,4.456263603,112.3021607,59.3,62.44699464,31.83625,99.46983251,1792.964679,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2004,D.4.4.1: Expenditure by year,963.3224888,197.8164885,371.966447,4.34882944,124.4251509,87.9,65.00718726,30.889175,106.7086491,1952.384416,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2005,D.4.4.1: Expenditure by year,1022.472872,212.1442738,392.9355565,4.540508825,135.8151046,136.1,77.73985576,30.01520706,119.8622997,2131.625678,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2006,D.4.4.1: Expenditure by year,1090.19966,242.0031,419.0739343,4.56441112,146.3646427,188.2,83.85379332,32.77676069,138.5290823,2345.565384,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2007,D.4.4.1: Expenditure by year,1186.204291,278.4499555,446.45855,4.47486768,152.6873714,112.3,89.41942469,36.750975,156.6825511,2463.427987,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2008,D.4.4.1: Expenditure by year,1276.55524,303.2005672,480.693717,5.476258193,160.9352597,97.1,97.96139155,34.765525,169.262962,2625.95092,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2009,D.4.4.1: Expenditure by year,1352.38953,332.0513965,515.556225,5.865761188,175.1779473,77,109.6710284,34.902675,179.4484783,2782.063042,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2010,D.4.4.1: Expenditure by year,1407.989206,364.9623187,540.9445,6.3743155,188.4826778,83.47501652,108.8190132,37.24935,188.364856,2926.661254,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2011,D.4.4.1: Expenditure by year,1424.272935,388.0231018,572.6815,6.64439725,196.591611,165.1565947,120.0834315,31.706375,194.7925128,3099.952458,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2012,D.4.4.1: Expenditure by year,1445.599844,407.938226,588.4716012,7.137728425,188.8892467,86.24209426,125.3622906,29.03155187,199.5490361,3078.221619,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2013,D.4.4.1: Expenditure by year,1459.738869,407.5033686,578.2237004,8.167091558,177.5352826,77.54204487,131.0635368,27.70642562,196.9717393,3064.452058,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2014,D.4.4.1: Expenditure by year,1447.888433,409.3486874,586.327,8.329551408,179.922527,69.2869386,131.7016126,26.81249825,199.4644059,3059.081654,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2015,D.4.4.1: Expenditure by year,1523.15982,407.7256351,606.00875,8.55333664,189.9312297,107.2171935,135.7634614,28.3986935,147.6132486,3154.371369,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2016,D.4.4.1: Expenditure by year,1512.646947,419.2346917,626.3625,8.87836894,198.6743856,124.230074,142.9023398,32.85556275,132.6737416,3198.458611,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2017,D.4.4.1: Expenditure by year,1512.484133,417.6850648,644.6119336,9.235186516,205.2820991,196.5032336,153.4620526,31.42252371,135.2862408,3305.972467,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2018,D.4.4.1: Expenditure by year,1566.363987,431.1259036,657.8136281,9.379028729,205.3825011,236.2569122,162.5683644,32.10322116,140.293627,3441.287173,D.4.4.1,Provincial government health expenditure by use of funds in millions of current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1975,D.4.4.2: Percentage by year,61.82446365,5.851048161,15.07732338,0.461608326,1.681967696,10.443198,2.789164907,1.725661545,0.145564338,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1976,D.4.4.2: Percentage by year,62.12698861,8.559887554,13.79692258,0.334223979,2.663066961,7.81502492,2.979656784,1.594292721,0.129935888,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1977,D.4.4.2: Percentage by year,61.35699512,9.666915699,13.53416042,0.311812247,3.080583546,7.363148558,3.134407732,1.426846952,0.12512973,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1978,D.4.4.2: Percentage by year,60.47213002,10.1128207,13.55085541,0.318392274,3.332377627,7.109284031,3.738288071,1.236455372,0.129396492,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1979,D.4.4.2: Percentage by year,57.43776829,11.52408738,13.65306776,0.32627881,3.578596882,8.16736603,3.876138801,1.268655774,0.16804027,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1980,D.4.4.2: Percentage by year,55.95460111,12.4406489,14.11599055,0.312425841,3.517749167,7.903354923,3.942058517,1.515489981,0.297681012,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1981,D.4.4.2: Percentage by year,55.47038499,12.7746093,14.66344759,0.361518913,3.65293557,7.183744144,3.884119465,1.492971163,0.516268874,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1982,D.4.4.2: Percentage by year,54.12271704,13.15991294,15.37267067,0.428533101,3.866848058,6.956815423,3.783341256,1.598879214,0.710282293,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1983,D.4.4.2: Percentage by year,53.45449733,13.33557342,16.44985254,0.456627011,4.266608632,5.980793445,3.793320475,1.417871511,0.844855632,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1984,D.4.4.2: Percentage by year,53.38121826,13.0909826,16.30363321,0.659438718,4.406270825,5.783679465,3.810614868,1.37177334,1.192388712,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1985,D.4.4.2: Percentage by year,53.01155699,12.94914629,16.66680737,0.728507831,4.765621006,5.301461737,3.754573644,1.409291948,1.413033177,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1986,D.4.4.2: Percentage by year,51.66032,11.74872331,16.82376372,0.698542051,5.213853255,7.409103901,3.638207161,1.287642407,1.519844197,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1987,D.4.4.2: Percentage by year,50.81128268,10.78235487,16.69453734,0.664709737,5.515990409,9.400854648,3.348153763,1.097306796,1.684809759,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1988,D.4.4.2: Percentage by year,51.29407185,10.70814015,17.12166829,0.647140515,5.385859506,8.632457069,3.275407597,1.050986851,1.884268173,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1989,D.4.4.2: Percentage by year,51.50746841,10.4620351,17.23145683,0.606388612,5.369394686,8.457626027,3.000816814,1.367991893,1.996821634,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1990,D.4.4.2: Percentage by year,52.34801953,10.25198541,16.41456089,0.620292234,5.518398885,7.43267434,2.9021133,1.527186771,2.984768645,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1991,D.4.4.2: Percentage by year,53.63405839,10.23893534,16.95397416,0.652577288,5.665600631,5.136966564,2.835402191,1.463055588,3.419429847,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1992,D.4.4.2: Percentage by year,54.72171847,11.39142757,16.85925766,0.577282325,5.251292977,4.088998167,2.250211188,1.438100898,3.42171075,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1993,D.4.4.2: Percentage by year,53.55600937,12.00658042,16.99332294,0.435776863,4.917095606,3.58544437,2.999191315,1.521969592,3.984609529,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1994,D.4.4.2: Percentage by year,52.30104296,11.82855805,17.29575354,0.400787523,4.705325382,4.579872387,3.264136621,1.507984848,4.116538689,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1995,D.4.4.2: Percentage by year,50.56280867,11.32324038,16.88015618,0.392030822,4.720744575,6.969435606,3.641162333,1.463625772,4.046795651,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1996,D.4.4.2: Percentage by year,51.33244197,11.31618341,17.28298515,0.381525176,4.438672031,5.850972982,3.736976879,1.457337148,4.202905256,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1997,D.4.4.2: Percentage by year,51.45954954,11.82868509,18.38229634,0.411927913,4.624356143,3.357398665,3.905183657,1.600711439,4.429891218,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1998,D.4.4.2: Percentage by year,51.13497097,11.82394282,18.32790239,0.369448586,4.895182877,2.646747942,3.946478282,1.790856341,5.064469782,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1999,D.4.4.2: Percentage by year,51.25531451,11.49940774,18.42257357,0.315734038,5.035655195,2.2485628,3.787451748,1.815472821,5.619827575,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2000,D.4.4.2: Percentage by year,51.27636714,11.14275747,18.13626504,0.291996692,5.34318116,2.563822622,3.860805889,1.574017849,5.810786134,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2001,D.4.4.2: Percentage by year,50.26988012,10.86853956,18.27509637,0.267378165,5.644427913,3.566425978,3.789328444,1.671692134,5.647231321,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2002,D.4.4.2: Percentage by year,50.23953677,10.87186453,18.58363512,0.253133336,6.035555118,2.93048788,3.500863321,1.90910713,5.675816798,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2003,D.4.4.2: Percentage by year,49.82439358,10.55643678,18.99347044,0.248541628,6.263489853,3.307371344,3.482890398,1.775620589,5.54778539,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2004,D.4.4.2: Percentage by year,49.34082043,10.13204607,19.05190617,0.222744527,6.372984228,4.502187135,3.329630514,1.582125669,5.465555256,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2005,D.4.4.2: Percentage by year,47.96681154,9.952229228,18.43360964,0.213006855,6.371433128,6.384798298,3.646975009,1.408089956,5.623046342,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2006,D.4.4.2: Percentage by year,46.47918439,10.31747406,17.866649,0.19459748,6.240058099,8.023651835,3.574992788,1.397392753,5.905999605,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2007,D.4.4.2: Percentage by year,48.15258646,11.30335277,18.12346667,0.18165206,6.198166628,4.558688162,3.629877763,1.491863176,6.360346313,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2008,D.4.4.2: Percentage by year,48.61306545,11.54631509,18.30551033,0.208543814,6.128646902,3.697708105,3.730511138,1.323921355,6.445777821,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2009,D.4.4.2: Percentage by year,48.61103109,11.93543753,18.53143575,0.210842138,6.296692226,2.767730236,3.942075601,1.254560895,6.450194535,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2010,D.4.4.2: Percentage by year,48.10905957,12.47026175,18.48333145,0.217801616,6.440194523,2.852226797,3.718196396,1.272759188,6.436168715,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2011,D.4.4.2: Percentage by year,45.94499282,12.51706621,18.47388009,0.214338682,6.341762128,5.327713794,3.873718488,1.022801976,6.283725811,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2012,D.4.4.2: Percentage by year,46.96217566,13.25239949,19.11725905,0.231878315,6.136310833,2.801685679,4.07255572,0.943127411,6.482607841,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2013,D.4.4.2: Percentage by year,47.63458004,13.29775637,18.86874682,0.266510665,5.793377714,2.530372262,4.276899567,0.904123318,6.427633245,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2014,D.4.4.2: Percentage by year,47.33082006,13.38142402,19.16676527,0.27228928,5.881586284,2.264958783,4.305266335,0.876488479,6.520401493,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2015,D.4.4.2: Percentage by year,48.28727002,12.92573345,19.21171223,0.2711582,6.021207001,3.399003507,4.303978369,0.900296452,4.67964077,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2016,D.4.4.2: Percentage by year,47.29299737,13.10739774,19.58326107,0.277582737,6.211566561,3.884060703,4.467850212,1.027231137,4.148052476,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2017,D.4.4.2: Percentage by year,45.75005229,12.63425721,19.49840599,0.279348561,6.2094316,5.943885969,4.641964026,0.950477477,4.092176875,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2018,D.4.4.2: Percentage by year,45.51680543,12.52804203,19.11533665,0.272544204,5.968188376,6.865364623,4.724056907,0.932884108,4.07677767,100,D.4.4.2,Percentage distribution of provincial government health expenditure by use of funds; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1975,D.4.4.3: Expenditure by year,186.0113618,17.60405788,45.36316678,1.388841704,5.060538875,31.42046638,8.391764881,5.192000626,0.437959655,300.8701586,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1976,D.4.4.3: Expenditure by year,218.4395368,30.0967086,48.51021184,1.17513713,9.363388224,27.47775905,10.47652336,5.605560019,0.456856767,351.6016818,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1977,D.4.4.3: Expenditure by year,239.6124073,37.75140777,52.85383928,1.217694623,12.03034859,28.75469615,12.24054373,5.572147598,0.488658804,390.5217439,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1978,D.4.4.3: Expenditure by year,258.5442595,43.23664039,57.93571149,1.361263355,14.2473418,30.39523454,15.98278282,5.286376359,0.553225433,427.5428357,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1979,D.4.4.3: Expenditure by year,275.0052618,55.17597151,65.36927851,1.56218447,17.1338999,39.10438549,18.55849552,6.074174254,0.804556999,478.7882085,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1980,D.4.4.3: Expenditure by year,313.068457,69.60597838,78.97958866,1.748036336,19.68196148,44.2196188,22.05599098,8.479233173,1.665538368,559.5044032,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1981,D.4.4.3: Expenditure by year,375.5413584,86.48568294,99.2733515,2.447527696,24.73082505,48.63483524,26.29596857,10.10759919,3.495204049,677.0123527,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1982,D.4.4.3: Expenditure by year,442.9235559,107.6966522,125.8051763,3.506982195,31.64508705,56.93242308,30.96169324,13.08473236,5.812730328,818.3690327,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1983,D.4.4.3: Expenditure by year,468.6754744,116.9229253,144.2281347,4.003589811,37.4085423,52.43807995,33.25887178,12.43153778,7.407479891,876.7746359,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1984,D.4.4.3: Expenditure by year,497.1796899,121.9262295,151.8480763,6.141851913,41.0389353,53.86778453,35.49114052,12.77636342,11.10561859,931.37569,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1985,D.4.4.3: Expenditure by year,520.5947135,127.165801,163.6747212,7.15423857,46.80030626,52.06247677,36.87141637,13.83981115,13.87655153,982.0400363,D.4.4.3,Provincial government per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
